code,label
5-433.23,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Exzision, endoskopisch: Endoskopische Mukosaresektion"
5-433.24,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Exzision, endoskopisch: Endoskopische submukosale Dissektion [Endoskopische submukosale Dissektion]"
5-433.25,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Exzision, endoskopisch: Endoskopische Vollwandexzision [Endoscopic full-thickness resection (endoskopische transmurale Vollwandexzision)]"
5-433.2x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Exzision, endoskopisch: Sonstige"
5-433.3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Destruktion, offen chirurgisch"
5-433.4,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Destruktion, laparoskopisch"
5-433.5,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Destruktion, endoskopisch"
5-433.6,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Anzahl der Polypen mit mindestens 2 cm Durchmesser"
5-433.60,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Anzahl der Polypen mit mindestens 2 cm Durchmesser: 1 Polyp"
5-433.61,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Anzahl der Polypen mit mindestens 2 cm Durchmesser: 2 oder mehr Polypen"
5-433.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Sonstige"
5-433.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Lokale Exzision und Destruktion von erkranktem Gewebe des Magens: Nicht näher bezeichnet"
5-434,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion"
5-434.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Segmentresektion"
5-434.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Kardiaresektion mit Hochzug des Restmagens"
5-434.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Antrektomie"
5-434.3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion nach Scopinaro"
5-434.30,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion nach Scopinaro: Offen chirurgisch"
5-434.31,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion nach Scopinaro: Laparoskopisch"
5-434.32,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion nach Scopinaro: Umsteigen laparoskopisch - offen chirurgisch"
5-434.4,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion mit Duodenal-Switch"
5-434.40,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion mit Duodenal-Switch: Offen chirurgisch"
5-434.41,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion mit Duodenal-Switch: Laparoskopisch"
5-434.42,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Biliopankreatische Diversion mit Duodenal-Switch: Umsteigen laparoskopisch - offen chirurgisch"
5-434.5,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Herstellung eines Schlauchmagens [Sleeve Resection]"
5-434.50,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Herstellung eines Schlauchmagens [Sleeve Resection]: Offen chirurgisch"
5-434.51,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Herstellung eines Schlauchmagens [Sleeve Resection]: Laparoskopisch"
5-434.52,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Herstellung eines Schlauchmagens [Sleeve Resection]: Umsteigen laparoskopisch - offen chirurgisch"
5-434.6,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Duodenal-Switch mit Bildung eines gemeinsamen Dünndarmschenkels [Common Channel] nach Herstellung eines Schlauchmagens (zweite Sitzung)"
5-434.60,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Duodenal-Switch mit Bildung eines gemeinsamen Dünndarmschenkels [Common Channel] nach Herstellung eines Schlauchmagens (zweite Sitzung): Offen chirurgisch"
5-434.61,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Duodenal-Switch mit Bildung eines gemeinsamen Dünndarmschenkels [Common Channel] nach Herstellung eines Schlauchmagens (zweite Sitzung): Laparoskopisch"
5-434.62,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Duodenal-Switch mit Bildung eines gemeinsamen Dünndarmschenkels [Common Channel] nach Herstellung eines Schlauchmagens (zweite Sitzung): Umsteigen laparoskopisch - offen chirurgisch"
5-434.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Sonstige"
5-434.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Atypische partielle Magenresektion: Nicht näher bezeichnet"
5-435,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion)"
5-435.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion): Mit Gastroduodenostomie [Billroth I]"
5-435.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion): Mit Gastrojejunostomie [Billroth II]"
5-435.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion): Mit Gastrojejunostomie durch Roux-Y-Anastomose"
5-435.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion): Sonstige"
5-435.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Partielle Magenresektion (2/3-Resektion): Nicht näher bezeichnet"
5-436,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion)"
5-436.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion): Mit Gastrojejunostomie analog Billroth II"
5-436.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion): Mit Gastrojejunostomie durch Roux-Y-Anastomose"
5-436.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion): Mit Dünndarminterposition"
5-436.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion): Sonstige"
5-436.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Subtotale Magenresektion (4/5-Resektion): Nicht näher bezeichnet"
5-437,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie"
5-437.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Ösophagojejunostomie analog Billroth II, ohne Reservoirbildung"
5-437.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Ösophagojejunostomie analog Billroth II, mit Reservoirbildung"
5-437.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Ösophagojejunostomie durch Roux-Y-Anastomose, ohne Reservoirbildung"
5-437.3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Ösophagojejunostomie durch Roux-Y-Anastomose, mit Reservoirbildung"
5-437.4,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Dünndarminterposition, ohne Reservoirbildung"
5-437.5,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Mit Dünndarminterposition, mit Reservoirbildung"
5-437.6,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Ektomie eines Restmagens"
5-437.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Sonstige"
5-437.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie: Nicht näher bezeichnet"
5-438,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion"
5-438.0,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Mit (sub)totaler Ösophagusresektion, mit Dünndarminterposition"
5-438.1,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Mit (sub)totaler Ösophagusresektion, mit Dickdarminterposition"
5-438.2,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Mit partieller Ösophagusresektion, mit Dünndarminterposition"
5-438.3,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Mit partieller Ösophagusresektion, mit Dickdarminterposition"
5-438.x,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Sonstige"
5-438.y,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: (Totale) Gastrektomie mit Ösophagusresektion: Nicht näher bezeichnet"
5-439,"operationen: Operationen am Verdauungstrakt: Inzision, Exzision und Resektion am Magen: Andere Inzision, Exzision und Resektion am Magen"
5-44,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen
5-444,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie
5-444.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Trunkulär
5-444.1,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, gastrisch"
5-444.11,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, gastrisch: Ohne Pyloroplastik"
5-444.12,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, gastrisch: Mit Pyloroplastik"
5-444.2,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, proximal"
5-444.21,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, proximal: Ohne Pyloroplastik"
5-444.22,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Selektiv, proximal: Mit Pyloroplastik"
5-444.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Magenstumpf-Vagotomie (im Rahmen von Rezidivoperationen am Magen)
5-444.4,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Laparoskopisch (alle Verfahren)
5-444.5,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Thorakoskopisch (alle Verfahren)
5-444.x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Sonstige
5-444.y,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Vagotomie: Nicht näher bezeichnet
5-445,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]
5-445.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Gastroduodenostomie (z.B. nach Jaboulay)
5-445.1,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Gastroenterostomie, vordere"
5-445.2,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Gastroenterostomie, hintere"
5-445.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Revision
5-445.4,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Mit Staplernaht oder Transsektion (bei Adipositas), mit Gastrojejunostomie durch Roux-Y-Anastomose"
5-445.5,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Mit Staplernaht oder Transsektion (bei Adipositas), mit Gastrojejunostomie analog Billroth II"
5-445.6,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Korrektur einer Gastrojejunostomie bei umgewandeltem Schlauchmagen
5-445.7,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Korrektur einer Jejunojejunostomie bei umgewandeltem Schlauchmagen
5-445.x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Sonstige
5-445.y,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Gastroenterostomie ohne Magenresektion [Bypassverfahren]: Nicht näher bezeichnet
5-447,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion
5-447.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion nach Billroth-I-Resektion
5-447.1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung einer Billroth-I-Resektion in eine Billroth-II-Rekonstruktion
5-447.2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung einer Billroth-I-Resektion in eine Roux-Y-Anastomose
5-447.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion nach Billroth-II-Resektion
5-447.4,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung einer Billroth-II-Resektion in eine Billroth-I-Rekonstruktion
5-447.5,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung einer Billroth-II-Resektion in eine Roux-Y-Anastomose
5-447.6,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung mit Dünndarminterposition
5-447.7,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Revision eines Dünndarm-Interponates oder einer Roux-Y-Anastomose
5-447.8,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Ein-Anastomosen-Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie analog Billroth-II
5-447.80,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Ein-Anastomosen-Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie analog Billroth-II: Offen chirurgisch
5-447.81,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Ein-Anastomosen-Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie analog Billroth-II: Laparoskopisch
5-447.82,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Ein-Anastomosen-Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie analog Billroth-II: Umsteigen laparoskopisch - offen chirurgisch
5-447.9,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie mit Roux-Y-Anastomose
5-447.90,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie mit Roux-Y-Anastomose: Offen chirurgisch
5-447.91,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie mit Roux-Y-Anastomose: Laparoskopisch
5-447.92,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Schlauchmagens in einen Magenbypass durch Transsektion und Blindverschluss des Schlauchmagens und Gastrojejunostomie mit Roux-Y-Anastomose: Umsteigen laparoskopisch - offen chirurgisch
5-447.a,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Anlage eines Ein-Anastomosen-Ileumbypass mit Gastroileostomie analog Billroth-II, ohne Transsektion, bei vorbestehendem Schlauchmagen"
5-447.a0,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Anlage eines Ein-Anastomosen-Ileumbypass mit Gastroileostomie analog Billroth-II, ohne Transsektion, bei vorbestehendem Schlauchmagen: Offen chirurgisch"
5-447.a1,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Anlage eines Ein-Anastomosen-Ileumbypass mit Gastroileostomie analog Billroth-II, ohne Transsektion, bei vorbestehendem Schlauchmagen: Laparoskopisch"
5-447.a2,"operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Anlage eines Ein-Anastomosen-Ileumbypass mit Gastroileostomie analog Billroth-II, ohne Transsektion, bei vorbestehendem Schlauchmagen: Umsteigen laparoskopisch - offen chirurgisch"
5-447.b,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Ein-Anastomosen-Magenbypasses in einen Magenbypass mit Roux-Y-Anastomose
5-447.b0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Ein-Anastomosen-Magenbypasses in einen Magenbypass mit Roux-Y-Anastomose: Offen chirurgisch
5-447.b1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Ein-Anastomosen-Magenbypasses in einen Magenbypass mit Roux-Y-Anastomose: Laparoskopisch
5-447.b2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Umwandlung eines Ein-Anastomosen-Magenbypasses in einen Magenbypass mit Roux-Y-Anastomose: Umsteigen laparoskopisch - offen chirurgisch
5-447.c,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion eines Schlauchmagens
5-447.c0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion eines Schlauchmagens: Offen chirurgisch
5-447.c1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion eines Schlauchmagens: Laparoskopisch
5-447.c2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nachresektion eines Schlauchmagens: Umsteigen laparoskopisch - offen chirurgisch
5-447.d,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Strikturoplastik eines Schlauchmagens
5-447.d0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Strikturoplastik eines Schlauchmagens: Offen chirurgisch
5-447.d1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Strikturoplastik eines Schlauchmagens: Laparoskopisch
5-447.d2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Strikturoplastik eines Schlauchmagens: Umsteigen laparoskopisch - offen chirurgisch
5-447.x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Sonstige
5-447.y,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Revision nach Magenresektion: Nicht näher bezeichnet
5-448,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen
5-448.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Naht (nach Verletzung)
5-448.1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Verschluss einer Gastrostomie oder (Ernährungs-)Fistel
5-448.2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Gastropexie
5-448.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Kardiaplastik (z.B. nach Belsey)
5-448.4,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Fundoplikatio
5-448.5,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio
5-448.50,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Offen chirurgisch abdominal
5-448.51,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Offen chirurgisch thorakal
5-448.52,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Laparoskopisch
5-448.53,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Umsteigen laparoskopisch - offen chirurgisch
5-448.54,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Endoskopisch
5-448.5x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio: Sonstige
5-448.6,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Hemifundoplikatio mit Hiatusnaht
5-448.a,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Vertikale Gastroplastik nach Mason
5-448.b,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Implantation oder Wechsel eines nicht anpassbaren Magenbandes
5-448.c,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Implantation oder Wechsel eines anpassbaren Magenbandes
5-448.d,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Neufixierung eines dislozierten Magenbandes
5-448.e,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Entfernung eines Magenbandes
5-448.f,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur
5-448.f0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur: Offen chirurgisch
5-448.f1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur: Laparoskopisch
5-448.f2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur: Umsteigen laparoskopisch - offen chirurgisch
5-448.f3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur: Endoskopisch
5-448.fx,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Magenplikatur: Sonstige
5-448.x,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Sonstige
5-448.y,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Rekonstruktion am Magen: Nicht näher bezeichnet
5-449,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen
5-449.0,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Sklerosierung von Fundusvarizen
5-449.1,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Umstechung von Fundusvarizen
5-449.2,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Sperr-Operation am Fundus
5-449.3,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Beseitigung eines Magenvolvulus
5-449.4,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Verschluss einer Kolon-Magen-Fistel
5-449.5,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Umstechung oder Übernähung eines Ulcus ventriculi
5-449.7,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Dilatation
5-449.8,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Ligatur (Banding) von Fundusvarizen
5-449.b,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Bougierung
5-449.c,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Endo-Loop
5-449.d,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Clippen
5-449.e,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Injektion
5-449.h,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Einlegen oder Wechsel einer selbstexpandierenden Prothese
5-449.j,operationen: Operationen am Verdauungstrakt: Andere Operationen am Magen: Andere Operationen am Magen: Entfernung einer selbstexpandierenden Prothese
